,St.1_50m,St.1_90m,St.3_40m,St.3_60m,St.3_80m,St.5_20m,St.5_50m,St. 5_80m,St.6_40m,St.6_80m,St.8_40m,St.8_70m,St.9_40m,St.9_70m,St.12_40m
K12852_116 kDa U5 small nuclear ribonucleoprotein component,20.88988213,13.43272248,24.98499777,27.99177914,27.04870162,13.77731606,20.59904669,29.90826443,31.51319924,16.34020468,21.59726337,26.83088581,48.09655379,23.39528999,22.00111541
K12854_pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13],49.69806427,30.11919376,48.88406203,76.44021982,50.21558256,70.83117256,51.18404136,44.01546435,76.89963238,49.7562984,66.35545415,42.51344643,71.74734715,69.27954835,63.16876974
K12855_pre-mRNA-processing factor 6,32.94151608,10.54092475,39.17749552,24.17952156,30.86134357,18.65137494,26.58156141,20.55050605,33.6210431,19.45006478,28.51977047,20.40021651,27.58113592,9.918726687,28.6738069
K12856_pre-mRNA-processing factor 8,286.8368516,226.2550499,188.1786169,214.4647746,245.4017456,191.0590863,194.505418,164.0991697,223.3878808,165.9118555,196.744641,167.7867068,287.4572695,191.6201644,331.0265687
K12857_Prp8 binding protein,3.870771531,19.32839354,4.852858345,16.32948315,0.557243559,7.045278796,7.159341185,7.540942298,20.13460715,10.65195247,20.79205115,7.888219102,14.60252803,13.70070766,4.533243515
K12858_ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13],0,0,0.946406013,0.546713742,0,0,0,0,0,0,0,0,0,0.774577573,0
"K12859_U5 snRNP protein, DIM1 family",26.26069519,21.261688,35.56590504,46.01693745,14.85747885,34.72789698,33.57205178,39.93100154,38.66476671,36.06955668,18.09283686,44.76252986,28.23546462,18.20783158,32.46717427
K12860_pre-mRNA-splicing factor CDC5/CEF1,8.112236467,13.02154037,14.64295851,13.81369496,19.17260668,8.181662541,8.026658792,24.92461569,14.08763163,13.06421154,9.797795119,9.445490957,19.41700849,19.04786162,17.6694754
K12861_pre-mRNA-splicing factor SPF27,0,0,0.593413456,0.34279927,0,0,0.533769603,0,1.086240981,0,0.389475156,0,0.558356695,1.457021874,0
K12862_pleiotropic regulator 1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.591216702,0
K12863_protein CWC15,2.105887396,0,0,2.808408872,0,0,0,0,0,0,0,0,0,6.769400312,1.053119373
K12865_polyglutamine-binding protein 1,0,0,0,2.616768763,1.918690891,7.381732224,0,11.49636845,12.18549302,5.22266715,10.67033711,0,4.272781038,11.36780608,0
K12867_pre-mRNA-splicing factor SYF1,7.633620417,6.785732593,0,0.339339564,0.852034307,7.141884441,4.193123291,3.117571136,12.54454924,3.630102404,9.638609302,4.407666816,19.56444378,1.892210141,4.943922285
K12869_crooked neck,2.454802542,0.562144178,16.80911121,1.410951134,3.403366598,0.72742714,2.110571633,6.002750347,3.061548033,8.906528216,12.32015028,3.987692567,3.034109168,0,2.164688166
K12870_pre-mRNA-splicing factor ISY1,14.93638738,2.993268337,5.052148558,7.756262562,8.424334075,8.04717414,5.559940078,18.17995694,9.01864552,3.05578791,9.503261691,3.449210311,3.95696528,0,1.132066086
K12872_pre-mRNA-splicing factor RBM22/SLT11,1.673064456,5.552015682,0,0.371866121,16.80667118,8.38183788,2.895146648,1.46417067,7.855641382,1.132685244,2.112498887,1.957202552,0,0,3.688344346
K12873_bud site selection protein 31,2.413929435,0.445030808,0.619191168,1.788451867,0.89811063,1.151759638,0,3.755615077,1.133426981,2.17901328,1.219181538,1.41194466,1.747834654,0.506771497,0
K12874_intron-binding protein aquarius,5.411857745,11.87029177,25.32336515,20.55484776,15.12349809,15.74347443,23.67873633,36.72424342,18.09205448,36.58484612,36.77334768,31.022333,21.23387894,1.022513093,4.616773907
K12876_RNA-binding protein 8A,22.21883363,53.19492395,46.16512888,39.33991239,27.89805617,24.51039185,31.94914775,36.71759863,11.5212586,22.37739461,16.12410128,10.59417414,23.02332608,33.98840494,83.01311731
K12879_THO complex subunit 2,0.70250578,0,1.081188293,0,0,0,0,0,2.968666335,0.317070044,0.709616499,0.410906495,0,0,0
K12882_nuclear cap-binding protein subunit 1,0,0,0,0,0,0,0,0,0,0,0,0.222130206,0,2.391791835,0
K12898_heterogeneous nuclear ribonucleoprotein F/H,0,0,0,0,0,0,0,0,0,0,0,0,0,8.752355959,0
K13010_perosamine synthetase [EC:2.6.1.102],19.08754929,9.212238821,19.81276519,23.55010197,49.34312011,72.98362059,53.47585179,19.00117377,49.76280945,34.21809258,59.46031752,25.88162176,89.81053071,21.10929098,6.278930031
K13024_inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase [EC:2.7.4.24],2.979697572,0,4.145089836,0,0,2.04983413,0.396495313,2.840709794,1.210324047,4.667313157,1.3018966,1.79283085,2.011950967,5.088767791,0
K13025_ATP-dependent RNA helicase [EC:3.6.4.13],102.4584819,152.1838782,144.6125902,114.1402351,58.12570732,141.3981753,157.8629942,161.7289605,116.6378047,99.59043349,104.9191198,92.70695089,145.7051698,196.7110132,144.7007405
K13045_tolloid [EC:3.4.24.-],1.189564178,3.289611738,0,0,0,0,0,0,0,0,0,0,0,2.247594686,0
K13076_delta8-fatty-acid desaturase [EC:1.14.19.4],2.684688474,2.548196707,0.879656974,1.355078896,2.98682733,3.545214804,6.329942798,1.55616796,2.146944812,3.611563572,2.125725245,2.228762352,1.37948327,11.36140368,5.414502296
K13091_RNA-binding protein 39,1.160661724,0.641937022,0,2.579761773,1.295484386,5.814766048,3.213538735,4.740143326,4.904753076,2.881201703,2.93102467,4.073333955,4.201955435,0.365497601,0.511745987
K13100_pre-mRNA-splicing factor CWC22,0,0.225514264,0,0.362510998,0.455107273,0,0.282231277,0,0,0,0.205935426,0,0.29523173,0.256800651,0
"K13107_RNA-binding motif protein, X-linked 2",1.154755048,0.638670167,0.888610226,1.026653286,0,0,3.99648106,2.694868834,1.084398333,1.563566781,2.332886811,4.05260452,0.836114287,1.454550251,1.018283363
K13111_WD40 repeat-containing protein SMU1,3.93257135,12.18011528,5.447165283,3.845946408,2.633627705,0,0.544407992,0.917749958,1.477187331,2.129919394,1.588950636,0.460044361,6.833821455,8.916367828,1.387124304
K13116_ATP-dependent RNA helicase DDX41 [EC:3.6.4.13],0,0,0,0,3.328813112,4.980445838,2.064337862,0,4.66778253,7.627739807,1.004188956,2.32591979,2.879236933,3.235218647,0
K13118_protein DGCR14,19.02209289,3.788639632,5.939367357,2.415984759,7.645802193,2.255529291,22.79370351,0,4.899933153,0.711205723,6.562046544,16.72251606,1.967596464,0,0
K13125_nitric oxide synthase-interacting protein,0,0,0,0,0,0,0,0,0,0,0,0,0,24.09942026,0
K13126_polyadenylate-binding protein,109.0681882,67.9224267,91.04992181,62.46652854,106.8598069,135.3565784,100.895003,84.05887077,61.5652898,59.88866655,74.70680153,61.57317351,70.48889674,37.72867576,123.5213075
K13171_serine/arginine repetitive matrix protein 1,0,0.945970009,0,0.253438908,3.042688913,0,3.465409744,6.985160956,13.39359242,8.379118716,2.240654816,6.263139713,2.064025848,21.18811341,0
K13177_ATP-dependent RNA helicase DDX1 [EC:3.6.4.13],0.55512995,0.614060858,0.427185099,0.987094168,0,1.98652121,3.842488212,0.971636194,0,1.503319254,1.40187235,0,2.009742599,0.34962584,0.489523378
K13181_ATP-dependent RNA helicase DDX27 [EC:3.6.4.13],6.227358268,3.444217847,1.198023392,11.07306323,1.920509556,8.884218041,4.537199136,0.908304847,9.310278977,3.106384809,2.607083934,4.744716222,7.119295009,3.251023214,2.745697163
K13205_A1 cistron-splicing factor AAR2,0,0.581685691,2.854559851,9.09484798,1.483263237,5.269000058,4.023608876,2.922937292,4.341007898,0,10.65246655,1.8455082,0.380756564,4.498011121,0
K13206_coiled-coil domain-containing protein 55,9.974038106,3.217915072,7.675248762,4.433788366,0,2.379459471,1.150635206,4.364354883,21.46453294,4.126556285,4.197914454,9.723281907,6.018185256,1.570434749,0
K13210_far upstream element-binding protein,0,2.844162897,0,0,0,0.967231143,3.545083092,4.299535272,7.167722045,0.853955175,6.063145154,0.910067964,4.696980321,21.78656597,0
K13220_WW domain-binding protein 4,0.71075761,0,0,0,7.933193348,7.630294859,0,4.14676371,0.667452694,7.057477625,7.179518534,0.415733118,4.631693398,0,0
"K13253_nitric-oxide synthase, invertebrate [EC:1.14.13.39]",0,0,0,0,0,3.872384117,0,0.7891829,1.905373525,3.052567039,1.366355465,1.582388054,1.958825126,0,0
K13289_cathepsin A (carboxypeptidase C) [EC:3.4.16.5],218.611094,459.3412379,464.9031809,292.9255751,210.5308047,174.8003868,196.4790204,233.6104404,140.1324832,170.2883788,162.1268877,196.4466532,184.0088392,332.3260946,397.1597072
K13294_cAMP-specific phosphodiesterase [EC:3.1.4.53],5.276962021,12.19202716,4.181296159,6.909537884,7.292221419,3.113940408,2.634135765,8.916807332,1.926894316,5.963078367,0.897692391,2.114246365,1.915796049,41.94098552,2.945258311
K13337_peroxin-19,0,0,0,0,0,0,0,0,0,0,0,0,0,9.594634914,0
K13346_peroxin-10,0,0,0,0,0,3.374506159,4.895429787,4.126299162,4.427725143,2.128075307,1.190681191,0,7.681392817,12.62058471,0
K13348_protein Mpv17,0,4.138943768,0,1.4257058,0,0,0,0,0,0,0,0,0,0,0
"K13354_solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17",0,0,1.605626753,0,1.164446886,1.882876625,0,8.186152283,8.235140966,7.520227475,2.02364232,0,1.269924309,2.209229946,0
K13366_polyamine oxidase [EC:1.5.3.14 1.5.3.16 1.5.3.-],0,3.835067179,7.773433567,2.758869047,4.148222649,3.668576383,1.231856515,3.32010809,3.759647784,4.830831329,1.423640554,0.525114928,1.656445593,50.13129584,7.332263523
K13412_calcium-dependent protein kinase [EC:2.7.11.1],33.93170924,28.07733083,95.97680099,61.51616187,78.289971,82.91050075,135.5410192,121.5134213,117.370822,93.97717317,71.91803646,84.48053879,61.93703104,116.4273536,29.07675182
K13448_calcium-binding protein CML,6.38218972,18.32344487,6.463705629,6.357954638,24.44531619,29.79263674,29.15217751,24.29647334,15.86399698,13.04416569,18.92541351,14.18779813,12.17210529,2.993608946,20.10712395
K13482_xanthine dehydrogenase large subunit [EC:1.17.1.4],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K13524_4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22],42.89052361,37.49797333,47.40889587,34.72667299,9.073269226,13.31402373,59.42071285,9.818457082,36.8825041,17.87585583,35.50624266,32.87577166,21.49724825,6.733181495,39.16338636
K13525_transitional endoplasmic reticulum ATPase,35.27149818,35.29515026,25.68408158,21.69442268,28.091089,17.99641196,33.50273717,19.53784135,18.75413516,26.18223561,19.8550837,30.24704879,29.11385625,25.7945049,9.248971139
K13537_cysteine peptidase B [EC:3.4.22.-],53.69065319,86.44211952,94.73933468,76.43497678,23.80269176,38.25577719,113.9494254,57.46871885,14.41908303,40.45466179,39.11533943,60.79830451,15.59431346,19.22347541,82.86247217
K13538_cysteine peptidase A [EC:3.4.22.-],20.73686166,3.714548899,15.43574201,8.842892497,1.070897242,0.686672765,11.11275211,1.201638025,2.702971744,2.008770804,3.463128548,3.614100716,1.491288494,3.606550464,18.63583418
K13539_leishmanolysin-like peptidase [EC:3.4.24.-],0,0,0,0,12.07358362,5.07414354,8.691501267,10.09522008,15.27798084,14.65974527,2.711351646,6.286552497,7.005647023,7.579733682,0
K13607_cinnamoyl-CoA:phenyllactate CoA-transferase [EC:2.8.3.17],0,3.783512197,0,0,0,0,0,1.20168319,0,0,0,0.40158184,0,2.594424729,0
K13612_polyketide synthase PksL,0,0,0,0.84497328,0,0,0,1.663481861,0,0.428957588,0,0,0,16.7600743,0
K13667_protein glucosyltransferase [EC:2.4.1.-],0.807506644,4.542442125,8.824253312,5.607076268,3.913173486,2.748775821,2.429456915,9.734477107,12.59764911,14.72209004,24.93859297,13.58065389,12.43551701,6.909202659,7.515659322
K13679_granule-bound starch synthase [EC:2.4.1.242],2.749105348,9.795981636,14.75571342,22.60078515,16.47529352,27.55537053,18.3196444,57.7471911,20.1642945,18.86182552,22.48119808,22.34222392,14.64136124,39.44911854,4.406575258
"K13690_alpha-1,3-mannosyltransferase [EC:2.4.1.-]",0.889840655,5.905820603,0,1.977817359,1.986409393,6.368553291,0,0,5.013747588,0.803244111,0,0,0,2.802148277,0
K13720_N-acylethanolamine-hydrolysing acid amidase [EC:3.5.1.-],0,0,0.421767897,0,0,5.883989454,0.379376101,3.517487309,0,0,1.384094983,0,0,4.807486784,0
K13730_internalin A,0,0.354016045,5.418141052,1.594761823,6.288722067,9.716164865,6.738583469,6.426756703,12.6892868,6.066815536,16.61893619,4.492732232,17.62245908,32.99309819,1.581760322
K13735_adhesin/invasin,0.977004809,0.540360335,7.518273815,4.777418896,7.63345698,12.58629047,8.115136569,5.130113598,11.46847538,5.732517176,5.427916945,9.143443567,8.488945058,0,4.30770034
"K13745_L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]",0,0.585075468,1.628083071,0.470250281,0,0,1.464444808,1.234362997,0.496699936,0.477452793,0,0,0,0.666245045,0
"K13750_solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",65.75606813,49.19629648,36.073794,72.31563473,102.7025537,45.04795526,40.78952291,67.82036971,52.4390306,43.14326287,51.10734824,31.86708796,39.4570049,151.874695,38.74806519
"K13752_solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",10.02754669,3.155128951,9.711561782,5.103012321,1.153836891,12.16101702,8.749454968,2.412490778,11.50369965,3.058491863,7.703883549,5.322847585,6.461264705,8.413954894,10.83131451
"K13754_solute carrier family 24 (sodium/potassium/calcium exchanger), member 6",11.62395903,11.25068279,14.90816729,4.306027121,2.162366682,2.079805024,0,1.695437756,0,3.060385781,0.978468001,3.399516705,0,3.050364186,2.562553009
"K13755_calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]",0,0,0,0,0,5.681566493,2.747435085,17.75431442,0,1.194327979,0.668239444,1.547787732,0.957996837,4.166459537,4.666884683
"K13761_high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35]",6.176421867,21.78050857,33.40448745,15.33946563,41.29588151,64.26710081,17.34086408,20.69048659,37.81699309,34.61357446,31.55862444,20.82329875,22.22330128,39.01362112,18.31629969
K13766_methylglutaconyl-CoA hydratase [EC:4.2.1.18],0,0,0,0,0,0,0,0,0,0,0,0,0,3.951416465,0
K13775_citronellol/citronellal dehydrogenase,0,0,0,2.105085607,0,0,2.18520634,0,0,0,0,2.769867089,2.285863756,0,0
K13788_phosphate acetyltransferase [EC:2.3.1.8],6.609010687,4.873735449,7.628675651,16.1585758,4.917809663,7.883403346,6.099483715,3.213238628,3.620363853,4.474381638,2.225302225,2.577141709,0,0,7.770589545
K13798_DNA-directed RNA polymerase subunit B [EC:2.7.7.6],2.058134847,0,1.583781491,0,0,0,0,0,1.288491444,0,0.692989053,1.203834903,0,1.728309141,1.209933066
K13807_serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16],0,0.860316626,0,2.074420264,0,0,0,0,0.730365973,0,0,0,0,3.42884982,0
K13811_3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25],27.32354098,31.21069423,27.66053004,24.58641588,35.75349268,52.11696466,61.96671609,37.07904229,47.90363584,26.7600677,32.61809345,32.19544077,46.49781115,77.71470909,29.10001741
K13829_shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4],0,0.501994751,2.095342912,1.613898965,1.013068791,0.649592436,0,1.059083452,0.426168545,0,0.458412258,0,0,11.43276497,0
"K13855_solute carrier family 4 (anion exchanger), member 2",0,0,1.842869756,0,0,0,0,0,0,0.540441288,0,0,0,4.524841017,0
"K13861_solute carrier family 4 (sodium bicarbonate transporter), member 10",11.63114448,28.10451466,32.76976796,7.490046788,12.94817397,8.768330013,4.009429894,10.15371569,9.493819418,7.485827227,5.755236379,10.12503297,13.81585387,6.72115088,24.1277252
K13921_1-propanol dehydrogenase,0,1.01310747,0,0.407138992,1.022269213,0,0,0,0.430038895,0,0,0,4.642079525,21.34269949,0
K13960_ubiquitin-conjugating enzyme E2 T [EC:6.3.2.19],2.173981958,4.809530551,1.672928473,7.248049244,0,2.333865038,3.009565618,5.073453661,2.551907455,3.434229313,0,0.635797835,0,3.422983524,10.54380593
K13963_serpin B,0,0,0.493253981,0,0,0,0,0.747940291,0.601932973,0.867912069,0.323737471,0,0.464114287,19.78126708,2.260934246
K13982_probable ATP-dependent RNA helicase DDX4 [EC:3.6.4.13],2.665601961,1.474287081,4.102482452,0,0,0,1.845071432,0.777594311,0,0,0,0,0,1.678820113,0
K13989_Derlin-2/3,2.758776497,2.288729869,4.245882294,3.065917487,0,6.910557826,0,1.609549319,3.238362804,3.735451338,0.696675165,1.61365104,0.998762659,1.737502275,2.43273776
K13993_HSP20 family protein,7.063326596,14.64965227,17.66501807,8.634673451,0,0,9.778160664,3.090710462,0,0,0,1.032862241,0,0,118.3427528
K13998_dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45],228.9422414,254.1231174,297.5067707,232.2529513,141.2997475,153.0849391,188.1055106,197.0658812,122.5922561,126.9677254,107.7789118,84.96767065,100.3256084,77.85638099,246.2596898
K14002_DnaJ-related protein SCJ1,0,0,12.59336933,1.67881307,0,0,0,0,0,0,0,0,0,6.342726752,0
K14004_protein transport protein SEC13,8.294337171,0.655345628,3.647246148,2.106917709,2.645088226,0.8480319,2.460496695,3.45653868,7.78898124,4.278375944,0.598449423,0,0,0,0
K14005_protein transport protein SEC31,4.49882264,3.732302983,6.058405776,4.167375172,2.510703322,5.099559912,3.11398673,5.905669805,11.63026395,14.3837319,10.41856233,7.240261428,18.46190884,0.945839675,8.266800219
K14007_protein transport protein SEC24,0,5.632479677,0,0,0,0,1.762263177,0,0.597711844,0,0,0.631261822,0,31.02368203,0
K14012_UBX domain-containing protein 1,1.177221099,1.302191313,3.623593449,7.326389595,0,0,4.889080332,0,5.527477886,4.250630316,4.161979,2.754299311,1.704762205,11.1213667,0
K14015_nuclear protein localization protein 4 homolog,0,0,0,6.712149115,0,0,0,0,0,0,0,0,1.214761238,1.056632622,1.479428324
K14016_ubiquitin fusion degradation protein 1,0,0.391266369,0,0,0,0,0,0,0,0,0,0.413788926,0,10.69315508,0
K14018_phospholipase A-2-activating protein,0,0,0,0,0,0,0,0,0,0,0,0,0,6.247412552,0
K14079_poly(A) RNA polymerase GLD2 [EC:2.7.7.19],0,0,0,0,0,0,0,3.423761158,0,0,0.493978727,0,0,20.32765323,0
K14141_profilin-like protein,1.33280098,5.160004785,2.051241226,7.702160994,0,8.584922057,2.767607148,4.665565866,2.503192628,0.601548453,2.019437262,0.779575906,1.930061174,3.357640226,3.525862217
K14163_bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 6.1.1.15],0,0.709032135,2.959523887,0.854819367,1.430888122,1.83500688,3.105739943,3.365731308,3.912564326,1.735824138,0.323737471,2.999385266,1.39234286,0.807398656,1.130467123
K14195_surface protein G,0,0,0.758357912,0,0,0,0,0,0,0,0,0,0,1.241342559,0
"K14206_solute carrier family 15 (oligopeptide transporter), member 1",1.993712175,6.06473615,1.150655086,1.550973744,1.11265106,0.713445838,2.070006006,0.581594428,0,1.124806416,0,1.166153085,1.443571291,26.39356387,0.439522638
K14209_solute carrier family 36 (proton-coupled amino acid transporter),0,0,0,0,0,1.539318568,5.954946187,0,0.673252046,0.647163502,11.58703971,0,0,0,0
K14216_2'-5'-oligoadenylate synthetase [EC:2.7.7.84],2.102532587,2.719452429,11.52884281,3.878380647,7.70644677,9.291791004,16.18044414,3.143723516,5.150023125,3.658988306,9.77885327,4.381538701,9.153761349,8.936290768,4.992759027
K14267_N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17],0,0,0,0,0,0,0,0,0,0,0,0,0,2.071153074,0
K14286_ethanolamine-phosphate phospho-lyase [EC:4.2.3.2],25.05156492,24.86630036,17.79064935,15.13225658,7.164560046,1.379177146,4.444933481,5.242987384,3.015201614,4.346313441,0.973274434,0,0,0,1.132066086
K14293_importin subunit beta-1,1.159179397,0,0,0,0,0,0,0,0,0,0.51276539,0,0,70.11041425,0
K14298_mRNA export factor,12.01585927,7.973002985,5.537028746,7.47755466,2.861776245,12.60071334,4.69859617,6.598196412,1.950567609,3.368553286,16.75933924,0.749846317,3.112338125,12.99492376,24.83730541
K14301_nuclear pore complex protein Nup107,0,0,0,0,0,0,0,0,0,0,0,0,0,17.96577353,0
K14312_nuclear pore complex protein Nup155,0,0,0,0,0,0,0,0,0,0,0,0,0,4.451020845,0
